Entity Number,Type,Value,Note,,,,,,
2155,per,Mr. Cahan,artist-writer / public figure,,,,,,
2156,misc,Russian,proper noun adjective,,,,,,
2159,per,Zangwill,artist-writer,,,,,,
2160,per,Fleischer,,,,,,,
2161,per,Senda,,,,,,,
2162,per,Bessie,,,,,,,
2165,per,Bernhard,,,,,,,
2166,per,Elsie de Wolfe,artist-actor,,,,,,
2167,per,Mr. Bourke Cochran,politial figure,,,,,,
2168,per,Prince Trowbetskoi,artist-painter,,,,,,
2169,per,Amélie Rives,,,,,,,
2170,loc,Ivy Cottage,accommodation,,,,,,
2171,loc,Germantown,city,,,,,,
2172,date,"Friday, Christmas Day",,,,,,,
2173,date,"[Dec. 25, 1904]",,,,,,,
2174,per,Wilson,,,,,,,
2175,per,Aunty Lill,,,,,,,
2176,loc,Germantown,city,,,,,,
2178,per,Alban,,,,,,,
2179,per,Emma,,,,,,,
2180,per,Aunty Lill,,,,,,,
2183,per,Alban,,,,,,,
2185,per,Aunty   ,,,,,,,
2186,loc,Plaza Hotel,accommodation,,,,,,
2187,loc,New York,city,,,,,,
2188,date,"Saturday, Dec. 26, 1903",,,,,,,
2189,per,David Bispham,artist-musician,,,,,,
2190,loc,Arts Club,club,,,,,,
2191,per,[Mr. Mather],journalist,,,,,,
2192,per,Miss Mather,,,,,,,
2193,per,[Mr. Corbyn],,,,,,,
2194,per,Mrs. Corbyn,,,,,,,
2195,per,Bryson Burroughs,artist-painter,,,,,,
2196,per,Senda,,,,,,,
2197,per,Bessie,,,,,,,
2198,loc,Flushing,neighborhood,,,,,,
2199,per,Bryson,artist-painter,,,,,,
2200,misc,stained glass,stained glass,,,,,,
2202,per,Edith,,,,,,,
2203,loc,Plaza Hotel,accommodation,,,,,,
2204,loc,New York,city,,,,,,
2205,date,"Sunday, Dec. 27, 1903",,,,,,,
2206,per,[Mr. Laffan],public figure / businessman,,,,,,
2207,per,Mrs. Laffan,,,,,,,
2208,misc,[Laffan's collection of Asian art],art collection,,,,,,
2209,misc,[Chinese things],art described by region,,,,,,
2210,misc,Japanese things,art described by region,,,,,,
2211,per,Johnsons [Mr. Johnson],,,,,,,
2212,per,Johnsons [Mrs. Johnson],,,,,,,
2213,loc,Century,club,,,,,,
2214,per,B. B.,,,,,,,
2215,loc,Museum,cultural heritage institutions,,,,,,
2217,per,Norman,artist-writer,,,,,,
2218,per,Mrs. Lee,,,,,,,
2219,per,Putnams [Mr. Putnam],,,,,,,
2220,per,Putnams [Mrs. Putnam],,,,,,,
2221,per,Bernhard,,,,,,,
2224,loc,Plaza Hotel,accommodation,,,,,,
2225,loc,New York,city,,,,,,
2226,date,"Monday, Dec. 28, 1903",,,,,,,
2227,per,Miss Isham,,,,,,,
2228,per,Mrs. Hewett,,,,,,,
2229,per,Mrs. Blashfield,artist-singer,,,,,,
2230,per,Bernard Shaw,artist-playwright,,,,,,
2232,per,Bernhard,,,,,,,
2233,per,Norman Hapgood,artist-writer,,,,,,
2234,loc,Brooklyn,neighborhood,,,,,,
2235,per,Mrs. Field,,,,,,,
2236,loc,Plaza Hotel,accommodation,,,,,,
2237,loc,New York,city,,,,,,
2238,date,"Tuesday, Dec. 29, 1903",,,,,,,
2239,per,Ray,politial figure,,,,,,
2240,misc,Mill’s Autobiography,,,,,,,
2241,per,Mill,scholar / public figure,,,,,,
2243,per,Mr. Jacacci,artist-painter,,,,,,
2244,per,Florence <Dike> Reynolds,,,,,,,
2245,per,Miss George B. Gibbs,,,,,,,
2246,per,Mr. Kent,,,,,,,
2247,per,[Mr. Perry],scholar,,,,,,
2248,per,Mrs. Perry,,,,,,,
2249,loc,the Metropolitan,cultural heritage institution,,,,,,
2250,per,Mr. Story,artist-sculptor,,,,,,
2251,per,Bernhard,,,,,,,
2253,per,Senda,,,,,,,
2254,per,Bessie,,,,,,,
2255,per,Halls [Mr. Hall],,,,,,,
2256,per,Halls [Mrs. Hall],,,,,,,
2257,per,Gans,lawyer,,,,,,
2258,per,Mr. Reynolds,,,,,,,
2259,per,Percy Griffin,,,,,,,
2260,per,Steins [Mr. Stein],art critic,,,,,,
2261,per,Steins [Mrs. Stein],,,,,,,
2263,per,Gans,lawyer,,,,,,
2264,per,Mr. Sternberger,,,,,,,
2265,per,Zangwill,artist-writer,,,,,,
2268,per,Mr. Gans,lawyer,,,,,,
2269,loc,Delmonico's,restaurant,,,,,,
2271,loc,Plaza Hotel,accommodation,,,,,,
2272,loc,New York,city,,,,,,
2273,date,"Wednesday, Dec. 30, 1903",,,,,,,
2274,per,Bond,,,,,,,
2275,loc,the Studios,business,,,,,,
2276,per,Edith Burroughs,artist-sculptor,,,,,,
2277,org,Tifgfany’s,business,,,,,,
2278,per,Bernhard,,,,,,,
2279,per,Mr. Britten,,,,,,,
2280,per,Mrs. Young,,,,,,,
2281,per,Claude Phillips,artist-writer,,,,,,
2283,per,Circe,literary,,,,,,
2285,per,Duse,artist-actor,,,,,,
2286,loc,Samoa,country,,,,,,
2287,per,Stevenson,artist-writer,,,,,,
2288,per,Bernard Shaw,artist-playwright,,,,,,
2289,loc,Bryn Mawr,school,,,,,,
2290,per,Bernard Shaw,artist-playwright,,,,,,
2292,per,[Mr. Percy Griffin],architect,,,,,,
2293,per,Mrs. Percy Griffin,,,,,,,
2294,per,his brother,,,,,,,
2295,per,Mr. Stevenson,,,,,,,
2296,loc,Waldorf Astoria,accomodation,,,,,,
2297,per,William Yeats,artist-poet,,,,,,
2298,misc,"""Poetry in the Old Time and New""""",lecture,,,,,,
2300,per,Trevy,,,,,,,
2301,per,Roger,,,,,,,
2302,per,Horne,artist-poet,,,,,,
2303,per,Stenbock,artist-poet,,,,,,
2304,loc,Plaza Hotel,accommodation,,,,,,
2305,loc,New York,city,,,,,,
2306,date,"Thursday, Dec. 31, 1903",,,,,,,
2307,per,Mr. Jacacci,artist-painter,,,,,,
2308,per,Mr. Lathrop,art collector,,,,,,
2309,per,Fafner,,,,,,,
2310,per,Florence Mosher,,,,,,,
2311,per,Mrs. Manson,,,,,,,
2312,per,Mrs. Gayley,,,,,,,
2313,per,Mrs. Ali Ben Haggin,,,,,,,
2314,per,Emilie Hapgood,,,,,,,
2315,misc,Twentieth Century Express,transportation vessel,,,,,,
2316,loc,Chicago,city,,,,,,
2317,date,"Friday, January 1, 1904",,,,,,,
2318,per,Fafner,,,,,,,
2319,per,Senda ,,,,,,,
2320,per,Bessie,,,,,,,
2321,misc,European,proper noun adjective,,,,,,
2323,misc,“The Art of Portrait Painting”,lecture,,,,,,
2324,per,Anatole France,artist-writer,,,,,,
2325,misc,Histoire comique,book,,,,,,
2327,per,Bernhard,,,,,,,
2328,misc,Old Time Folks,,,,,,,
2329,per,H.H. Stowe,artist-writer,,,,,,
2330,loc,Auditorium Annex,accomodation,,,,,,
2331,loc,Chicago,city,,,,,,
2332,date,"Saturday, January 2, 1904",,,,,,,
2333,loc,Chicago,city,,,,,,
2335,loc,Chicago,city,,,,,,
2336,misc,the terrible theatre fire,historic,,,,,,
2337,org,theatre,cultural,,,,,,
2338,loc,the Lake,landmark,,,,,,
2340,per,Mrs. Gardner,,,,,,,
2341,per,Proctor,artist-musician,,,,,,
2342,loc,the Symphony,cultural heritage institution,,,,,,
2343,misc,Concerto by Liszt,,,,,,,
2344,per,Liszt,artist-composer,,,,,,
2345,per,the Mayor,public figure,,,,,,
2346,misc,the accident,historic,,,,,,
2347,per,them,,,,,,,
2348,per,them,artist-musician,,,,,,
2349,per,Jack Gardner,,,,,,,
2350,per,Mrs. Jack Gardner,,,,,,,
2352,per,Proctor,artist-musician,,,,,,
2354,per,he,artist-musician,,,,,,
2355,per,Beethoven,artist-composer,,,,,,
2356,misc,[music by Beethoven],,,,,,,
2357,per,Scarlatti,artist-composer,,,,,,
2358,misc,[music by Scarlatti],,,,,,,
2359,misc,A minor Toccata and Fugue,,,,,,,
2360,per,Bach,artist-composer,,,,,,
2361,per,Liszt,artist-composer,,,,,,
2362,misc,[music by liszt],,,,,,,
2364,loc,Auditorium Annex,accomodation,,,,,,
2365,loc,Chicago,city,,,,,,
2366,date,"Sunday, January 3, 1904",,,,,,,
2367,per,Mr. Tarbell,artist-painter,,,,,,
2368,per,Mr. Herrick,artist-writer,,,,,,
2369,per,Mrs. Gardner,,,,,,,
2370,per,Mr. Proctor,artist-musician,,,,,,
2371,per,Mr. Ryerson,art collector,,,,,,
2373,misc,4 Perugino predelle,painting,,,,,,
2374,per,Perugino,artist-painter,,,,,,
2375,misc,[painting by Botticini],painting,,,,,,
2376,per,Botticini,artist-painter,,,,,,
2377,per,Lillian Prussing,,,,,,,
2379,per,her husband,lawyer / philanthropist,,,,,,
2380,per,Bond Thomas,,,,,,,
2381,per,[Mr. Hercroten],,,,,,,
2382,per,Mrs. Hercroten,,,,,,,
2383,per,Mrs. Healey,,,,,,,
2384,per,the editor of the Tribune,public figure,,,,,,
2385,misc,the Tribune,newspaper,,,,,,
2386,per,the Herricks [Mr. Herrick],artist-writer,,,,,,
2387,per,the Herricks [Mrs. Herrick],,,,,,,
2389,loc,Chicago,city,,,,,,
2390,loc,Auditorium Annex,accomodation,,,,,,
2391,loc,Chicago,city,,,,,,
2392,date,"Monday, January 4, 1904",,,,,,,
2394,loc,Lake Shore,street,,,,,,
2395,per,Mr. Gunsaulus,art dealer,,,,,,
2396,per,Mr. Logan,art collector,,,,,,
2397,org,Barbizon school,"art style, period, or movement",,,,,,
2398,misc,a fake Holbima,painting,,,,,,
2399,per,Holbima,artist-painter,,,,,,
2400,misc,modern stuff by Israels,?,,,,,,
2401,per,Israels,artist-painter,,,,,,
2402,misc,a false Millet,painting,,,,,,
2403,per,Millet,artist-painter,,,,,,
2405,per,Mrs. Gardner,,,,,,,
2406,per,Mr. Gates,businessman,,,,,,
2407,per,Plunger Gates,businessman,,,,,,
2409,loc,Via dei Fossi,street,,,,,,
2410,org,Tiffany,business,,,,,,
2411,misc,[paintings by Hoppner],painting,,,,,,
2412,per,Hoppner,artist-painter,,,,,,
2413,misc,[paintings by Romney],painting,,,,,,
2414,per,Romney,artist-painter,,,,,,
2415,per,Mrs. Gardner,,,,,,,
2416,per,Mr. Bartlett,artist-painter,,,,,,
2419,loc,Chicago,city,,,,,,
2420,per,Bernhard,,,,,,,
2421,per,Mr. Deering,businessman / art collector,,,,,,
2422,org,the Club,club,,,,,,
2423,per,Mrs. Gardner,,,,,,,
2424,per,Mr. Proctor,artist-musician,,,,,,
2425,per,Mrs. Potter Palmer,public figure,,,,,,
2426,per,Mrs. MacVeagh,public figure,,,,,,
2428,loc,Chicago,city,,,,,,
2429,per,Mrs. McCormick,public figure,,,,,,
2430,per,Mrs. Potter Palmer,public figure,,,,,,
2432,per,Bernhard,,,,,,,
2433,loc,New Jerusalem,literary,,,,,,
2434,misc,Monets by the yard,painting,,,,,,
2435,per,Monet,artist-painter,,,,,,
2436,per,B.B.,,,,,,,
2437,misc,my lecture,lecture,,,,,,
2438,per,Mrs. Martin,,,,,,,
2439,per,Miss Jones,,,,,,,
2440,per,a newspaper interviewer,,,,,,,
2441,per,Mr. French,curator,,,,,,
2442,per,Borel,art dealer,,,,,,
2443,per,Bosdari,art dealer,,,,,,
2445,per,Pierpont Morgan,banker,,,,,,
2446,per,Lovett [Mr. Lovett],scholar,,,,,,
2447,per,Lovett [Mrs. Lovett],,,,,,,
2448,loc,Quadrangle Club,club,,,,,,
2449,per,Mr. Tarbell,,,,,,,
2450,per,Mr. Schwill,artist-painter,,,,,,
2451,per,Mr. Salisbury,public figure,,,,,,
2452,per,Mr. Bruer,,,,,,,
2453,misc,"my lecture ""How to Enjoy the Old Masters""",lecture,,,,,,
2454,per,B.B.,,,,,,,
2455,per,Lovett [Mr. Lovett],,,,,,,
2457,org,Undergraduates, misc,,,,,,
2458,org,Faculty, misc,,,,,,
2459,loc,Auditorium Annex,accomodation,,,,,,
2460,loc,Chicago,city,,,,,,
2461,date,"Tuesday, January 5, 1904",,,,,,,
2462,per,Bernhard,,,,,,,
2463,loc,the Gallery,cultural heritage institution,,,,,,
2464,per,Mr. French,art dealer,,,,,,
2465,per,Lillian,,,,,,,
2466,per,her husband,lawyer / philanthropist,,,,,,
2467,loc,Union League Club,,,,,,,
2468,per,Lillian,,,,,,,
2469,per,Mrs. Hamil,,,,,,,
2470,per,the Herricks [Mr. Herrick],artist-writer,,,,,,
2471,per,the Herricks [Mrs. Herrick],,,,,,,
2472,per,[Mr. Bartlett],,,,,,,
2473,per,Mrs. Bartlett,,,,,,,
2474,per,Miss Day,,,,,,,
2475,per,Mr. Rhodes,businessman / scholar,,,,,,
2476,per,the Lovetts [Mr. Lovett],,,,,,,
2477,per,the Lovetts [Mrs. Lovett],,,,,,,
2478,per,Mr. Bartlett,,,,,,,
2480,loc,Auditorium Annex,accomodation,,,,,,
2481,loc,Chicago,city,,,,,,
2482,date,"Wednesday, January 6, 1904",,,,,,,
2483,misc,the collection of Cyrus H. McCormick,art collection,,,,,,
2484,per,Cyrus H. McCormick,businessperson,,,,,,
2486,misc,[painting by Constable],painting,,,,,,
2487,per,Constable,artist-painter,,,,,,
2488,per,Mr. Deering,art collector,,,,,,
2489,loc,Art Institute,school,,,,,,
2490,misc,"""the New Art Criticism""",lecture,,,,,,
2491,per,Bernhard,,,,,,,
2492,per,Mrs. MacVeagh,public figure,,,,,,
2493,misc,Mrs. MacVeagh's enormous musicale,cultural,,,,,,
2494,per,Mr. Proctor,artist-musician,,,,,,
2496,per,Mrs. MacVeagh,public figure,,,,,,
2498,per,[Mr. Arthur Meeker],businessperson,,,,,,
2499,per,Mrs. Arthur Meeker,,,,,,,
2501,loc,Japan,country,,,,,,
2502,loc,Russia,country,,,,,,
2504,loc,the University,school,,,,,,
2508,loc,Auditorium Annex,accomodation,,,,,,
2509,loc,Chicago,city,,,,,,
2510,date,"Thursday, January 7, 1904",,,,,,,
2511,per,Bernhard,,,,,,,
2512,per,Mr. Blair,,,,,,,
2513,misc,"my lecture on ""The Art of Portrait Painting""",lecture,,,,,,
2514,per,Mrs. Harold McCormick (née Rockefeller),public figure,,,,,,
2515,per,B.B.,,,,,,,
2516,per,Mr. Keering,,,,,,,
2517,per,Mr. Burnham,architect,,,,,,
2518,misc,World's Fair,cultural,,,,,,
2519,per,Zug,professor,,,,,,
2520,misc,[gave his classes a talk],lecture,,,,,,
2521,per,Prof. Tarbell,professor,,,,,,
2522,per,Hutchinson's (C.L.),public figure,,,,,,
2523,per,[Mrs. Hutchinson],,,,,,,
2524,per,Mrs. Gardner,,,,,,,
2525,per,Proctor,artist-musician,,,,,,
2526,loc,St. Petersburg,city,,,,,,
2528,per,[Mr. Blair],,,,,,,
2529,per,Mrs. Blair,,,,,,,
2530,per,Mrs. Cyrus H. McCormick,,,,,,,
2531,per,Cyrus H. McCormick,businessperson,,,,,,
2532,loc,Auditorium Annex,accomodation,,,,,,
2533,loc,Chicago,city,,,,,,
2534,date,"Friday, January 8, 1904",,,,,,,
2535,per,Mrs. Martin,,,,,,,
2536,misc,The Art of Portraiture Old and New,lecture,,,,,,
2537,loc,Friday Club,club,,,,,,
2539,per,Mrs. MacVeagh,public figure,,,,,,
2540,per,Mr. Kohlsaat,business man,,,,,,
2542,per,Mr. Lincoln,businessperson,,,,,,
2543,per,Abraham Lincoln,politial figure,,,,,,
2544,org,Pullman Company,business,,,,,,
2545,per,B.B.,,,,,,,
2546,per,Mrs. Caton,,,,,,,
2547,per,Circe,literary,,,,,,
2548,loc,Chicago,city,,,,,,
2549,loc,Rome,city,,,,,,
2551,per,Bernhard,,,,,,,
2552,loc,Grand Hotel,accomodation,,,,,,
2554,per,Mrs. MacVeagh,public figure,,,,,,
2555,per,Bernard,art historian,,,,,,
2556,per,Mrs. Gardner,,,,,,,
2559,per,Mrs. Gardner,,,,,,,
2561,per,B.B.,,,,,,,
2563,per,Mrs. Caton,,,,,,,
2564,per,B.B.,,,,,,,
2565,loc,Sicilian,region,,,,,,
2566,misc,[poetry by Theocritus],,,,,,,
2567,per,Theocritus,artist-poet,,,,,,
2568,per,Mrs. Caton,,,,,,,
2570,per,her,,,,,,,
2572,per,her hostess,,,,,,,
2573,per,the Berensons,,,,,,,
2574,per,the Berensons [Mrs. Berenson],self,,,,,,
2575,per,B.B.,,,,,,,
2576,per,Mrs. Jack,,,,,,,
2578,per,Mrs. Gardner,,,,,,,
2580,loc,Auditorium Annex,accomodation,,,,,,
2581,loc,Chicago,city,,,,,,
2582,date,"Saturday, January 9, 1904",,,,,,,
2583,per,the Lovetts [Mr. Lovett],,,,,,,
2584,per,the Lovetts,,,,,,,
2585,per,Mr. Schwill,,,,,,,
2586,per,Lillian,,,,,,,
2587,misc,How to tell a Forgery,lecture,,,,,,
2588,per,Bernhard,,,,,,,
2590,per,Mr. Jerome,,,,,,,
2592,loc,Auditorium Annex,accomodation,,,,,,
2593,loc,Chicago,city,,,,,,
2594,date,"Sunday, January 10, 1904",,,,,,,
2595,loc,West Hinsdale,city,,,,,,
2596,loc,Prairie,misc,,,,,,
2597,per,[Mr. Robert Hamill],,,,,,,
2598,per,Mrs. Robert Hamill,,,,,,,
2600,per,Mr. Jones,,,,,,,
2601,per,Harold McCormicks [Mr. McCormick,businessperson,,,,,,
2602,per,Harold McCormicks [Mrs. McCormick],public figure,,,,,,
2603,org,Rockefeller,family unit,,,,,,
2606,loc,Auditorium Annex,accomodation,,,,,,
2607,loc,Chicago,city,,,,,,
2608,date,"Monday, January 11, 1904",,,,,,,
2609,per,Miss Lunt,,,,,,,
2610,per,Miss Bates,,,,,,,
2613,per,The Prussings [Mrs. Prussing],,,,,,,
2614,per,The Prussings [Mr. Prussing],lawyer / philanthropist,,,,,,
2615,per,Mr. Deering,art collector,,,,,,
2616,per,Mrs. Meeker,socialite,,,,,,
2617,per,Caton,,,,,,,
2618,per,Field,businessperson,,,,,,
2619,per,Hutchinson,,,,,,,
2620,per,Sprague,businessperson,,,,,,
2621,org,various McCormicks,family unit,,,,,,
2622,per,Martin,,,,,,,
2623,per,MacVeagh,,,,,,,
2624,per,Mr. Bryan Lathrop,art collector,,,,,,
2625,org,various McCormicks,family unit,,,,,,
2626,per,Mr. Kohlsaat,businessman,,,,,,
2627,per,Mr. Lathrop,art collector,,,,,,
2628,misc,Whistler etchings,print,,,,,,
2629,per,Whistler,artist-painter,,,,,,
2630,per,Bernhard,,,,,,,
2632,loc,Cadillac,accomodation,,,,,,
2633,loc,Detroit,city,,,,,,
2634,date,"Tuesday, Jan. 12, 1904",,,,,,,
2635,per,Miss Adams,social reformer,,,,,,
2636,loc,Hull House,social institution,,,,,,
2637,per,Mr. Deering,,,,,,,
2638,per,Lillian,,,,,,,
2639,per,Deering,,,,,,,
2641,loc,Cadillac,accomodation,,,,,,
2642,loc,Detroit,city,,,,,,
2643,date,"Wednesday, Jan. 13, 1904",,,,,,,
2644,per,Mr. Freer,art collector,,,,,,
2645,misc,Chinese paintings,painting,,,,,,
2646,misc,Japanese paintings,painting,,,,,,
2647,per,Fenollosa,art collector,,,,,,
2648,per,Mr. Freer,art collector,,,,,,
2649,loc,Cadillac,accomodation,,,,,,
2650,loc,Detroit,city,,,,,,
2651,date,"Thursday, Jan. 14, 1904",,,,,,,
2652,loc,Buffalo,city,,,,,,
2653,per,Mr. Freer,art collector,,,,,,
2654,misc,his collection,art collection,,,,,,
2655,misc,Whistler paintings,painting,,,,,,
2656,per,Whistler,artist-painter,,,,,,
2657,misc,Japanese things,art described by region,,,,,,
2659,loc,Amherst House,accomodation,,,,,,
2660,loc,Buffalo,city,,,,,,
2661,date,"Friday, Jan. 15, 1904",,,,,,,
2662,per,Mrs. Glenny,,,,,,,
2663,per,Aline,artist-poet,,,,,,
2664,per,Evelyn,,,,,,,
2666,loc,Smith College,school,,,,,,
2667,misc,lecture,lecture,,,,,,
2668,loc,Art Institute,school,,,,,,
2669,per,[Mr. Carlton Sprague],businessperson,,,,,,
2670,per,Mrs. Carlton Sprague,,,,,,,
2671,org,The Glennys,family unit,,,,,,
2672,loc,Amherst House,accomodation,,,,,,
2673,loc,Buffalo,city,,,,,,
2674,date,"Saturday, Jan. 16, 1904",,,,,,,
2675,per,Bernhard,,,,,,,
2676,per,Mr. Sawyer,businessman,,,,,,
2677,loc,Twentieth Century Club,club,,,,,,
2678,per,Mrs. Glenny,,,,,,,
2679,misc,mural paintings,mural,,,,,,
2680,per,Bernhard,,,,,,,
2681,per,she,,,,,,,
2682,per,Kenyon Cox,artist-painter,,,,,,
2683,per,Mr. Sawyer,businessman,,,,,,
2684,per,Mr. Sawyer,businessman,,,,,,
2685,per,Mrs. Glenny,,,,,,,
2687,loc,Amherst House,accomodation,,,,,,
2688,loc,Buffalo,city,,,,,,
2689,date,"Sunday, Jan. 17, 1904",,,,,,,
2690,loc,Niagara,landmark,,,,,,
2692,per,Mrs. Glenny,,,,,,,
2693,per,Mr. Sawyer,businessman,,,,,,
2694,per,[Mr. Sprague],,,,,,,
2695,per,Mrs. Sprague,,,,,,,
2697,loc,The Hollenden,accomodation,,,,,,
2698,loc,Cleveland,city,,,,,,
2699,date,"Monday, Jan. 18, 1904",,,,,,,
2700,per,Miss Jones,,,,,,,
2701,per,Mr. Cannon,banker,,,,,,
2702,per,Mr. Pope,businessman / art collector,,,,,,
2703,per,Mr. Howe,politician / social reformer,,,,,,
2704,per,his bride,religious figure,,,,,,
2705,misc,Unitarian,religious denomonation,,,,,,
2706,loc,The Hollenden,accomodation,,,,,,
2707,loc,Cleveland,city,,,,,,
2708,date,"Tuesday, Jan. 19, 1904",,,,,,,
2709,per,Miss Jones,,,,,,,
2710,per,Mr. L. E. Holden,art collector,,,,,,
2711,misc,Jarves Collection,art collection,,,,,,
2712,loc,New England,region,,,,,,
2713,loc,Middle West,region,,,,,,
2714,per,B.B.,,,,,,,
2715,loc,The Hollenden,accomodation,,,,,,
2716,loc,Cleveland,city,,,,,,
2717,date,"Wednesday, Jan. 20, 1904",,,,,,,
2718,per,Mrs. Squire,socialite,,,,,,
2719,per,Mr. Brush,art collector,,,,,,
2720,misc,[art collection of Mr. Brush],art collection,,,,,,
2721,per,Mr. Isades,art collector,,,,,,
2722,misc,[art collection of Mr. Isades],art collection,,,,,,
2723,per,Puvis,artist-painter,,,,,,
2724,misc,[painting by Puvis],painting,,,,,,
2725,per,Mr. Wade,art collector,,,,,,
2726,misc,[art collection of Mr. Wade],art collection,,,,,,
2727,loc,the Trust Building,financial,,,,,,
2728,org,Tiffany,business,,,,,,
2729,misc,[painting by Cox],mural,,,,,,
2730,per,Cox,artist-painter,,,,,,
2731,per,the Squires [Mr. Squire],lawyer,,,,,,
2732,per,the Squires [Mrs. Squire],socialite,,,,,,
2733,loc,the Club,club,,,,,,
2734,misc,lecture,lecture,,,,,,
2735,per,old Holden,art collector,,,,,,
2736,per,Miss Jones,,,,,,,
2737,loc,Pittsburg,city,,,,,,
2738,loc,Pa,state,,,,,,
2739,date,"Thursday, Jan. 21, 1904",,,,,,,
2740,per,Bessie Taylor,,,,,,,
2741,loc,her Club,club,,,,,,
2742,per,Mr. Frick,"businessperson, art patron",,,,,,
2743,loc,Mr. Frick's building,business,,,,,,
2745,per,Bessie,,,,,,,
2746,loc,7422 Penn Avenue,address / accomodation,,,,,,
2747,per,Frank Taylor,businessperson,,,,,,
2748,loc,Pittsburg,city,,,,,,
2749,org,Westinghouse Electric,business,,,,,,
2750,per,Mrs. Gardner,,,,,,,
2751,loc,London,city,,,,,,
2752,per,Bernhard,,,,,,,
2753,misc,[piece by Dürer],painting,,,,,,
2754,per,Dürer,artist-painter / artist-printmaker,,,,,,
2755,loc,7422 Penn Avenue,address / accomodation,,,,,,
2756,loc,Pittsburg,city,,,,,,
2757,loc,Pa,state,,,,,,
2758,date,"Friday, Jan. 22, 1904",,,,,,,
2759,loc,Westinghouse Works,business,,,,,,
2760,per,Dante,artist-poet,,,,,,
2761,misc,Inferno,,,,,,,
2762,per,Geryon,literary,,,,,,
2764,per,Bernhard,,,,,,,
2765,per,Homer,artist-poet,,,,,,
2766,per,Mr. Watson,art collector / lawyer,,,,,,
2767,misc,[art collection of Mr. Watson],art collection,,,,,,
2769,per,Mrs. Byer,art collector,,,,,,
2770,misc,[art collection of Mrs. Byer],art collection,,,,,,
2771,per,[Mr. Beatty],curator,,,,,,
2772,per,Mrs. Beatty,,,,,,,
2773,per,[Mr. Caldwell],art collector,,,,,,
2774,per,Mrs. Caldwell,,,,,,,
2775,per,Mrs. Gardner,,,,,,,
2776,per,Bernhard,,,,,,,
2778,per,the Strongs [Mr. Strong],scholar,,,,,,
2779,per,the Strongs [Mrs. Strong],socialite,,,,,,
2780,loc,The Deanery,accomodation,,,,,,
2781,loc,Bryn Mawr,city,,,,,,
2782,date,"Saturday, Jan. 23, 1904",,,,,,,
2783,per,Mr. Frick,,,,,,,
2784,misc,[art collection of Mr. Frick],art collection,,,,,,
2785,per,Terburg,artist-painter,,,,,,
2786,misc,[painting by Terburg],painting,,,,,,
2787,per,Rembrandt,artist-painter,,,,,,
2788,misc,[paintings by Rembrandt],painting,,,,,,
2789,per,Watts,artist-painter,,,,,,
2790,misc,[painting by Watts],painting,,,,,,
2791,misc,Barbizon,"art style, period, or movement",,,,,,
2792,misc,[paintings by Barbizon school],painting,,,,,,
2793,per,Carey,public figure,,,,,,
2795,loc,The Deanery,accomodation,,,,,,
2796,loc,Bryn Mawr,city,,,,,,
2797,date,"Sunday, Jan. 24, 1904",,,,,,,
2798,per,John,lawyer,,,,,,
2799,per,Mamie,professor,,,,,,
2800,per,Walter Cope,architect,,,,,,
2801,loc,Walter Cope's fine architecture,school,,,,,,
2802,per,[Mr. Ely],architect,,,,,,
2803,per,Mrs. Ely,socialite,,,,,,
2804,org,Pennsylvania Railroad,business,,,,,,
2805,loc,The Deanery,accomodation,,,,,,
2806,loc,Bryn Mawr,city,,,,,,
2807,date,"Monday, Jan. 25, 1904",,,,,,,
2808,loc,Broad Street,street,,,,,,
2809,loc,Fine Arts Museum,cultural heritage institution,,,,,,
2810,misc,art exhibiton,cultural,,,,,,
2811,per,a new Master,artist-painter,,,,,,
2812,per,Whistler,artist-painter,,,,,,
2813,per,Fridenwald,artist-writer,,,,,,
2814,per,Mr. Morris,arts administrator,,,,,,
2815,per,Mr. Trasky,arts administrator,,,,,,
2816,per,Mr. Caseby,,,,,,,
2817,per,Mr. Jones,,,,,,,
2818,per,Mr. Caseby,,,,,,,
2819,misc,Panama question,historic,,,,,,
2820,loc,Nicaragua,country,,,,,,
2821,per,Carey,,,,,,,
2822,per,[wife of Mr. Caseby],,,,,,,
2823,loc,The Deanery,accomodation,,,,,,
2824,loc,Bryn Mawr,city,,,,,,
2825,date,"Tuesday, Jan. 26, 1904",,,,,,,
2826,per,Frienderwalds [Mr. Frienderwald],,,,,,,
2827,per,Frienderwalds [Mrs. Frienderwald],,,,,,,
2828,per,Miss Moss,,,,,,,
2829,per,Mr. Morris,arts administrator,,,,,,
2830,loc,Memorial Hall,cultural heritage institution,,,,,,
2831,misc,[Italian art],art described by region,,,,,,
2832,per,Elys,,,,,,,
2833,per,Elys,,,,,,,
2834,per,Miss Helen Sawyer,,,,,,,
2835,per,Handel,artist-composer,,,,,,
2836,per,Liszt,artist-composer,,,,,,
2837,per,Rubenstein,artist-musician,,,,,,
2839,loc,The Deanery,accomodation,,,,,,
2840,loc,Bryn Mawr,city,,,,,,
2841,date,"Wednesday, Jan. 27, 1904",,,,,,,
2842,per,Carey,,,,,,,
2843,per,Miss Gwinn,,,,,,,
2844,loc,Elkins Park,town,,,,,,
2845,loc,[Lynwood Hall],cultural heritage institution,,,,,,
2846,per,Mr. Widener,art collector,,,,,,
2847,misc,[art collection of Mr. Widener],art collection,,,,,,
2849,per,Carey,,,,,,,
2850,per,Miss G.,professor,,,,,,
