note,type,value,exactMatch,partialMatch,matchValue,typeMatch
architect,per,[Mr. Percy Griffin],,,,False
,per,Mrs. Percy Griffin,,,,False
,per,his brother,,,,False
,per,Mr. Stevenson,,,,False
accomodation,loc,Waldorf Astoria,,,,False
artist-poet,per,William Yeats,,,,False
lecture,misc,"""Poetry in the Old Time and New""""",,,,False
,per,Trevy,,,,False
,per,Roger,,,,False
artist-poet,per,Horne,,,,False
artist-poet,per,Stenbock,,,,False
accommodation,loc,Plaza Hotel,,,,False
city,loc,New York,exact,,New York,True
,date,"Thursday, Dec. 31, 1903",,,,False
artist-painter,per,Mr. Jacacci,,,,False
art collector,per,Mr. Lathrop,,,,False
,per,Fafner,,,,False
,per,Florence Mosher,,,,False
,per,Mrs. Manson,,,,False
,per,Mrs. Gayley,,,,False
,per,Mrs. Ali Ben Haggin,,,,False
,per,Emilie Hapgood,,,,False
transportation vessel,misc,Twentieth Century Express,,,,False
city,loc,Chicago,,,,False
,date,"Friday, January 1, 1904",,,,False
,per,Fafner,,,,False
,per,Senda ,,,,False
,per,Bessie,,,,False
proper noun adjective,misc,European,,partial,Europe,True
lecture,misc,“The Art of Portrait Painting”,,,,False
artist-writer,per,Anatole France,,,,False
book,misc,Histoire comique,,,,False
,per,Bernhard,exact,,Bernhard,False
,misc,Old Time Folks,,,,False
artist-writer,per,H.H. Stowe,,,,False
accomodation,loc,Auditorium Annex,,,,False
city,loc,Chicago,,,,False
,date,"Saturday, January 2, 1904",,,,False
city,loc,Chicago,,,,False
city,loc,Chicago,,,,False
historic,misc,the terrible theatre fire,,partial,Theatre,True
cultural,org,theatre,exact,,Theatre,False
landmark,loc,the Lake,,,,False
,per,Mrs. Gardner,,partial,Gardner,True
artist-musician,per,Proctor,exact,,Proctor,True
cultural heritage institution,loc,the Symphony,,,,False
,misc,Concerto by Liszt,,,,False
artist-composer,per,Liszt,,,,False
public figure,per,the Mayor,,,,False
historic,misc,the accident,,,,False
,per,them,,,,False
artist-musician,per,them,,,,False
,per,Jack Gardner,exact,,Jack Gardner,True
,per,Mrs. Jack Gardner,,partial,Gardner,True
artist-musician,per,Proctor,exact,,Proctor,True
artist-musician,per,he,,partial,Theodore Dwight,True
artist-composer,per,Beethoven,,,,False
,misc,[music by Beethoven],,,,False
artist-composer,per,Scarlatti,,,,False
,misc,[music by Scarlatti],,,,False
,misc,A minor Toccata and Fugue,,,,False
artist-composer,per,Bach,exact,,Bach,True
artist-composer,per,Liszt,,,,False
,misc,[music by liszt],,,,False
accomodation,loc,Auditorium Annex,,,,False
city,loc,Chicago,,,,False
,date,"Sunday, January 3, 1904",,,,False
artist-painter,per,Mr. Tarbell,,,,False
artist-writer,per,Mr. Herrick,,,,False
,per,Mrs. Gardner,,partial,Gardner,True
artist-musician,per,Mr. Proctor,,partial,Proctor,True
art collector,per,Mr. Ryerson,,,,False
painting,misc,4 Perugino predelle,,,,False
artist-painter,per,Perugino,,,,False
painting,misc,[painting by Botticini],,,,False
artist-painter,per,Botticini,,,,False
,per,Lillian Prussing,,,,False
lawyer / philanthropist,per,her husband,,,,False
,per,Bond Thomas,,partial,Bond,False
,per,[Mr. Hercroten],,,,False
,per,Mrs. Hercroten,,,,False
,per,Mrs. Healey,,,,False
public figure,per,the editor of the Tribune,,,,False
newspaper,misc,the Tribune,,,,False
artist-writer,per,the Herricks [Mr. Herrick],,,,False
,per,the Herricks [Mrs. Herrick],,,,False
city,loc,Chicago,,,,False
accomodation,loc,Auditorium Annex,,,,False
city,loc,Chicago,,,,False
,date,"Monday, January 4, 1904",,,,False
street,loc,Lake Shore,,,,False
art dealer,per,Mr. Gunsaulus,,,,False
art collector,per,Mr. Logan,,partial,Logan,True
"art style, period, or movement",org,Barbizon school,,,,False
painting,misc,a fake Holbima,,,,False
artist-painter,per,Holbima,,,,False
?,misc,modern stuff by Israels,,,,False
artist-painter,per,Israels,,,,False
painting,misc,a false Millet,,,,False
artist-painter,per,Millet,,,,False
,per,Mrs. Gardner,,partial,Gardner,True
businessman,per,Mr. Gates,,,,False
businessman,per,Plunger Gates,,,,False
street,loc,Via dei Fossi,,,,False
business,org,Tiffany,,,,False
painting,misc,[paintings by Hoppner],,,,False
artist-painter,per,Hoppner,,,,False
painting,misc,[paintings by Romney],,,,False
artist-painter,per,Romney,,,,False
,per,Mrs. Gardner,,partial,Gardner,True
artist-painter,per,Mr. Bartlett,,,,False
city,loc,Chicago,,,,False
,per,Bernhard,exact,,Bernhard,False
businessman / art collector,per,Mr. Deering,,,,False
club,org,the Club,,,,False
,per,Mrs. Gardner,,partial,Gardner,True
artist-musician,per,Mr. Proctor,,partial,Proctor,True
public figure,per,Mrs. Potter Palmer,,,,False
public figure,per,Mrs. MacVeagh,,,,False
city,loc,Chicago,,,,False
public figure,per,Mrs. McCormick,,,,False
public figure,per,Mrs. Potter Palmer,,,,False
,per,Bernhard,exact,,Bernhard,False
literary,loc,New Jerusalem,,,,False
painting,misc,Monets by the yard,,,,False
artist-painter,per,Monet,,,,False
,per,B.B.,exact,,B.B.,True
lecture,misc,my lecture,,,,False
,per,Mrs. Martin,,,,False
,per,Miss Jones,,,,False
,per,a newspaper interviewer,,,,False
curator,per,Mr. French,,partial,French,False
art dealer,per,Borel,,partial,Bore,True
art dealer,per,Bosdari,,,,False
banker,per,Pierpont Morgan,,,,False
scholar,per,Lovett [Mr. Lovett],,,,False
,per,Lovett [Mrs. Lovett],,,,False
club,loc,Quadrangle Club,,,,False
,per,Mr. Tarbell,,,,False
artist-painter,per,Mr. Schwill,,,,False
public figure,per,Mr. Salisbury,,,,False
,per,Mr. Bruer,,,,False
lecture,misc,"my lecture ""How to Enjoy the Old Masters""",,,,False
,per,B.B.,exact,,B.B.,True
,per,Lovett [Mr. Lovett],,,,False
 misc,org,Undergraduates,,,,False
 misc,org,Faculty,,,,False
accomodation,loc,Auditorium Annex,,,,False
city,loc,Chicago,,,,False
,date,"Tuesday, January 5, 1904",,,,False
,per,Bernhard,exact,,Bernhard,False
cultural heritage institution,loc,the Gallery,,,,False
art dealer,per,Mr. French,,partial,French,False
,per,Lillian,,,,False
lawyer / philanthropist,per,her husband,,,,False
,loc,Union League Club,,,,False
,per,Lillian,,,,False
,per,Mrs. Hamil,,,,False
artist-writer,per,the Herricks [Mr. Herrick],,,,False
,per,the Herricks [Mrs. Herrick],,,,False
,per,[Mr. Bartlett],,,,False
,per,Mrs. Bartlett,,,,False
,per,Miss Day,,,,False
businessman / scholar,per,Mr. Rhodes,,,,False
,per,the Lovetts [Mr. Lovett],,,,False
,per,the Lovetts [Mrs. Lovett],,,,False
,per,Mr. Bartlett,,,,False
accomodation,loc,Auditorium Annex,,,,False
city,loc,Chicago,,,,False
,date,"Wednesday, January 6, 1904",,,,False
art collection,misc,the collection of Cyrus H. McCormick,,,,False
businessperson,per,Cyrus H. McCormick,,,,False
painting,misc,[painting by Constable],,,,False
artist-painter,per,Constable,,,,False
art collector,per,Mr. Deering,,,,False
school,loc,Art Institute,,,,False
lecture,misc,"""the New Art Criticism""",,,,False
,per,Bernhard,exact,,Bernhard,False
public figure,per,Mrs. MacVeagh,,,,False
cultural,misc,Mrs. MacVeagh's enormous musicale,,,,False
artist-musician,per,Mr. Proctor,,partial,Proctor,True
public figure,per,Mrs. MacVeagh,,,,False
businessperson,per,[Mr. Arthur Meeker],,,,False
,per,Mrs. Arthur Meeker,,,,False
country,loc,Japan,,partial,Japanese,False
country,loc,Russia,,,,False
school,loc,the University,,,,False
accomodation,loc,Auditorium Annex,,,,False
city,loc,Chicago,,,,False
,date,"Thursday, January 7, 1904",,,,False
,per,Bernhard,exact,,Bernhard,False
,per,Mr. Blair,,,,False
lecture,misc,"my lecture on ""The Art of Portrait Painting""",,,,False
public figure,per,Mrs. Harold McCormick (née Rockefeller),,,,False
,per,B.B.,exact,,B.B.,True
,per,Mr. Keering,,,,False
architect,per,Mr. Burnham,,,,False
cultural,misc,World's Fair,,,,False
professor,per,Zug,,,,False
lecture,misc,[gave his classes a talk],,,,False
professor,per,Prof. Tarbell,,,,False
public figure,per,Hutchinson's (C.L.),,,,False
,per,[Mrs. Hutchinson],,,,False
,per,Mrs. Gardner,,partial,Gardner,True
artist-musician,per,Proctor,exact,,Proctor,True
city,loc,St. Petersburg,,,,False
,per,[Mr. Blair],,,,False
,per,Mrs. Blair,,,,False
,per,Mrs. Cyrus H. McCormick,,,,False
businessperson,per,Cyrus H. McCormick,,,,False
accomodation,loc,Auditorium Annex,,,,False
city,loc,Chicago,,,,False
,date,"Friday, January 8, 1904",,,,False
,per,Mrs. Martin,,,,False
lecture,misc,The Art of Portraiture Old and New,,,,False
club,loc,Friday Club,,,,False
public figure,per,Mrs. MacVeagh,,,,False
business man,per,Mr. Kohlsaat,,,,False
businessperson,per,Mr. Lincoln,,,,False
politial figure,per,Abraham Lincoln,,,,False
business,org,Pullman Company,,,,False
,per,B.B.,exact,,B.B.,True
,per,Mrs. Caton,,,,False
literary,per,Circe,,,,False
city,loc,Chicago,,,,False
city,loc,Rome,,,,False
,per,Bernhard,exact,,Bernhard,False
accomodation,loc,Grand Hotel,,,,False
public figure,per,Mrs. MacVeagh,,,,False
art historian,per,Bernard,,,,False
,per,Mrs. Gardner,,partial,Gardner,True
,per,Mrs. Gardner,,partial,Gardner,True
,per,B.B.,exact,,B.B.,True
,per,Mrs. Caton,,,,False
,per,B.B.,exact,,B.B.,True
region,loc,Sicilian,,,,False
,misc,[poetry by Theocritus],,,,False
artist-poet,per,Theocritus,,,,False
,per,Mrs. Caton,,,,False
,per,her,,partial,Rabbi Fleischer,False
,per,her hostess,,,,False
,per,the Berensons,,,,False
self,per,the Berensons [Mrs. Berenson],,,,False
,per,B.B.,exact,,B.B.,True
,per,Mrs. Jack,,,,False
,per,Mrs. Gardner,,partial,Gardner,True
accomodation,loc,Auditorium Annex,,,,False
city,loc,Chicago,,,,False
,date,"Saturday, January 9, 1904",,,,False
,per,the Lovetts [Mr. Lovett],,,,False
,per,the Lovetts,,,,False
,per,Mr. Schwill,,,,False
,per,Lillian,,,,False
lecture,misc,How to tell a Forgery,,,,False
,per,Bernhard,exact,,Bernhard,False
,per,Mr. Jerome,,,,False
accomodation,loc,Auditorium Annex,,,,False
city,loc,Chicago,,,,False
,date,"Sunday, January 10, 1904",,,,False
city,loc,West Hinsdale,,,,False
misc,loc,Prairie,,,,False
,per,[Mr. Robert Hamill],,,,False
,per,Mrs. Robert Hamill,,,,False
,per,Mr. Jones,,,,False
businessperson,per,Harold McCormicks [Mr. McCormick,,,,False
public figure,per,Harold McCormicks [Mrs. McCormick],,,,False
family unit,org,Rockefeller,,partial,Rockefeller?s,False
accomodation,loc,Auditorium Annex,,,,False
city,loc,Chicago,,,,False
,date,"Monday, January 11, 1904",,,,False
,per,Miss Lunt,,,,False
,per,Miss Bates,,,,False
,per,The Prussings [Mrs. Prussing],,,,False
lawyer / philanthropist,per,The Prussings [Mr. Prussing],,,,False
art collector,per,Mr. Deering,,,,False
socialite,per,Mrs. Meeker,,,,False
,per,Caton,,,,False
businessperson,per,Field,,,,False
,per,Hutchinson,,,,False
businessperson,per,Sprague,,,,False
family unit,org,various McCormicks,,,,False
,per,Martin,,,,False
,per,MacVeagh,,,,False
art collector,per,Mr. Bryan Lathrop,,,,False
family unit,org,various McCormicks,,,,False
businessman,per,Mr. Kohlsaat,,,,False
art collector,per,Mr. Lathrop,,,,False
print,misc,Whistler etchings,,,,False
artist-painter,per,Whistler,,partial,Turner - Whistler-esque,False
,per,Bernhard,exact,,Bernhard,False
accomodation,loc,Cadillac,,,,False
city,loc,Detroit,,,,False
,date,"Tuesday, Jan. 12, 1904",,,,False
social reformer,per,Miss Adams,,,,False
social institution,loc,Hull House,,,,False
,per,Mr. Deering,,,,False
,per,Lillian,,,,False
,per,Deering,,,,False
accomodation,loc,Cadillac,,,,False
city,loc,Detroit,,,,False
,date,"Wednesday, Jan. 13, 1904",,,,False
art collector,per,Mr. Freer,,,,False
painting,misc,Chinese paintings,,partial,Chinese,True
painting,misc,Japanese paintings,,partial,Japanese,True
art collector,per,Fenollosa,,,,False
art collector,per,Mr. Freer,,,,False
accomodation,loc,Cadillac,,,,False
city,loc,Detroit,,,,False
,date,"Thursday, Jan. 14, 1904",,,,False
city,loc,Buffalo,,,,False
art collector,per,Mr. Freer,,,,False
art collection,misc,his collection,,,,False
painting,misc,Whistler paintings,,,,False
artist-painter,per,Whistler,,partial,Turner - Whistler-esque,False
art described by region,misc,Japanese things,,partial,Japanese,True
accomodation,loc,Amherst House,,,,False
city,loc,Buffalo,,,,False
,date,"Friday, Jan. 15, 1904",,,,False
,per,Mrs. Glenny,,,,False
artist-poet,per,Aline,,,,False
,per,Evelyn,,partial,Evelyn?s8,False
school,loc,Smith College,,,,False
lecture,misc,lecture,,,,False
school,loc,Art Institute,,,,False
businessperson,per,[Mr. Carlton Sprague],,,,False
,per,Mrs. Carlton Sprague,,,,False
family unit,org,The Glennys,,,,False
accomodation,loc,Amherst House,,,,False
city,loc,Buffalo,,,,False
,date,"Saturday, Jan. 16, 1904",,,,False
,per,Bernhard,exact,,Bernhard,False
businessman,per,Mr. Sawyer,,,,False
club,loc,Twentieth Century Club,,,,False
,per,Mrs. Glenny,,,,False
mural,misc,mural paintings,,,,False
,per,Bernhard,exact,,Bernhard,False
,per,she,,,,False
artist-painter,per,Kenyon Cox,,,,False
businessman,per,Mr. Sawyer,,,,False
businessman,per,Mr. Sawyer,,,,False
,per,Mrs. Glenny,,,,False
accomodation,loc,Amherst House,,,,False
city,loc,Buffalo,,,,False
,date,"Sunday, Jan. 17, 1904",,,,False
landmark,loc,Niagara,,,,False
,per,Mrs. Glenny,,,,False
businessman,per,Mr. Sawyer,,,,False
,per,[Mr. Sprague],,,,False
,per,Mrs. Sprague,,,,False
accomodation,loc,The Hollenden,,,,False
city,loc,Cleveland,,,,False
,date,"Monday, Jan. 18, 1904",,,,False
,per,Miss Jones,,,,False
banker,per,Mr. Cannon,,,,False
businessman / art collector,per,Mr. Pope,,,,False
politician / social reformer,per,Mr. Howe,,,,False
religious figure,per,his bride,,,,False
religious denomonation,misc,Unitarian,,,,False
accomodation,loc,The Hollenden,,,,False
city,loc,Cleveland,,,,False
,date,"Tuesday, Jan. 19, 1904",,,,False
,per,Miss Jones,,,,False
art collector,per,Mr. L. E. Holden,,,,False
art collection,misc,Jarves Collection,,,,False
region,loc,New England,,partial,England,True
region,loc,Middle West,,,,False
,per,B.B.,exact,,B.B.,True
accomodation,loc,The Hollenden,,,,False
city,loc,Cleveland,,,,False
,date,"Wednesday, Jan. 20, 1904",,,,False
socialite,per,Mrs. Squire,,,,False
art collector,per,Mr. Brush,,,,False
art collection,misc,[art collection of Mr. Brush],,,,False
art collector,per,Mr. Isades,,,,False
art collection,misc,[art collection of Mr. Isades],,,,False
artist-painter,per,Puvis,exact,,Puvis,False
painting,misc,[painting by Puvis],,partial,Puvis,False
art collector,per,Mr. Wade,,,,False
art collection,misc,[art collection of Mr. Wade],,,,False
financial,loc,the Trust Building,,,,False
business,org,Tiffany,,,,False
mural,misc,[painting by Cox],,,,False
artist-painter,per,Cox,,,,False
lawyer,per,the Squires [Mr. Squire],,,,False
socialite,per,the Squires [Mrs. Squire],,,,False
club,loc,the Club,,,,False
lecture,misc,lecture,,,,False
art collector,per,old Holden,,,,False
,per,Miss Jones,,,,False
city,loc,Pittsburg,,,,False
state,loc,Pa,,partial,Japanese,False
,date,"Thursday, Jan. 21, 1904",,,,False
,per,Bessie Taylor,,,,False
club,loc,her Club,,,,False
"businessperson, art patron",per,Mr. Frick,,,,False
business,loc,Mr. Frick's building,,,,False
,per,Bessie,,,,False
address / accomodation,loc,7422 Penn Avenue,,,,False
businessperson,per,Frank Taylor,,,,False
city,loc,Pittsburg,,,,False
business,org,Westinghouse Electric,,,,False
,per,Mrs. Gardner,,partial,Gardner,True
city,loc,London,,,,False
,per,Bernhard,exact,,Bernhard,False
painting,misc,[piece by Dürer],,,,False
artist-painter / artist-printmaker,per,Dürer,,,,False
address / accomodation,loc,7422 Penn Avenue,,,,False
city,loc,Pittsburg,,,,False
state,loc,Pa,,partial,Japanese,False
,date,"Friday, Jan. 22, 1904",,,,False
business,loc,Westinghouse Works,,,,False
artist-poet,per,Dante,,,,False
,misc,Inferno,,,,False
literary,per,Geryon,,,,False
,per,Bernhard,exact,,Bernhard,False
artist-poet,per,Homer,,,,False
art collector / lawyer,per,Mr. Watson,,,,False
art collection,misc,[art collection of Mr. Watson],,,,False
art collector,per,Mrs. Byer,,,,False
art collection,misc,[art collection of Mrs. Byer],,,,False
curator,per,[Mr. Beatty],,,,False
,per,Mrs. Beatty,,,,False
art collector,per,[Mr. Caldwell],,,,False
,per,Mrs. Caldwell,,,,False
,per,Mrs. Gardner,,partial,Gardner,True
,per,Bernhard,exact,,Bernhard,False
scholar,per,the Strongs [Mr. Strong],,partial,Strong,True
socialite,per,the Strongs [Mrs. Strong],,partial,Strong,True
accomodation,loc,The Deanery,,,,False
city,loc,Bryn Mawr,,,,False
,date,"Saturday, Jan. 23, 1904",,,,False
,per,Mr. Frick,,,,False
art collection,misc,[art collection of Mr. Frick],,,,False
artist-painter,per,Terburg,,,,False
painting,misc,[painting by Terburg],,,,False
artist-painter,per,Rembrandt,,,,False
painting,misc,[paintings by Rembrandt],,,,False
artist-painter,per,Watts,,,,False
painting,misc,[painting by Watts],,,,False
"art style, period, or movement",misc,Barbizon,,,,False
painting,misc,[paintings by Barbizon school],,,,False
public figure,per,Carey,,,,False
accomodation,loc,The Deanery,,,,False
city,loc,Bryn Mawr,,,,False
,date,"Sunday, Jan. 24, 1904",,,,False
lawyer,per,John,,partial,Clayton Johns,True
professor,per,Mamie,,,,False
architect,per,Walter Cope,,,,False
school,loc,Walter Cope's fine architecture,,,,False
architect,per,[Mr. Ely],,,,False
socialite,per,Mrs. Ely,,,,False
business,org,Pennsylvania Railroad,,,,False
accomodation,loc,The Deanery,,,,False
city,loc,Bryn Mawr,,,,False
,date,"Monday, Jan. 25, 1904",,,,False
street,loc,Broad Street,,,,False
cultural heritage institution,loc,Fine Arts Museum,,partial,Museum,True
cultural,misc,art exhibiton,,,,False
artist-painter,per,a new Master,,,,False
artist-painter,per,Whistler,,partial,Turner - Whistler-esque,False
artist-writer,per,Fridenwald,,,,False
arts administrator,per,Mr. Morris,,,,False
arts administrator,per,Mr. Trasky,,,,False
,per,Mr. Caseby,,,,False
,per,Mr. Jones,,,,False
,per,Mr. Caseby,,,,False
historic,misc,Panama question,,,,False
country,loc,Nicaragua,,,,False
,per,Carey,,,,False
,per,[wife of Mr. Caseby],,,,False
accomodation,loc,The Deanery,,,,False
city,loc,Bryn Mawr,,,,False
,date,"Tuesday, Jan. 26, 1904",,,,False
,per,Frienderwalds [Mr. Frienderwald],,,,False
,per,Frienderwalds [Mrs. Frienderwald],,,,False
,per,Miss Moss,,,,False
arts administrator,per,Mr. Morris,,,,False
cultural heritage institution,loc,Memorial Hall,,,,False
art described by region,misc,[Italian art],,partial,Italian,True
,per,Elys,,,,False
,per,Elys,,,,False
,per,Miss Helen Sawyer,,,,False
artist-composer,per,Handel,,,,False
artist-composer,per,Liszt,,,,False
artist-musician,per,Rubenstein,,,,False
accomodation,loc,The Deanery,,,,False
city,loc,Bryn Mawr,,,,False
,date,"Wednesday, Jan. 27, 1904",,,,False
,per,Carey,,,,False
,per,Miss Gwinn,,,,False
town,loc,Elkins Park,,,,False
cultural heritage institution,loc,[Lynwood Hall],,,,False
art collector,per,Mr. Widener,,,,False
art collection,misc,[art collection of Mr. Widener],,,,False
,per,Carey,,,,False
professor,per,Miss G.,,,,False
accomodation,loc,The Deanery,,,,False
city,loc,Bryn Mawr,,,,False
,date,"Thursday, Jan. 28 1904",,,,False
,per,Aunty Lill,,,,False
,per,Alban,,,,False
,per,Emma,,,,False
,per,Pearlie Whithall,,,,False
,per,Madge Rhoads,,,,False
,per,Bernhard,exact,,Bernhard,False
student / psychologist [future],per,Mr. Leuba,,,,False
professor,per,Mr. Whitney,,,,False
accomodation,loc,The Deanery,,,,False
city,loc,Bryn Mawr,,,,False
,date,"Friday, Jan. 29, 1904",,,,False
art collector,per,Mr. Johnson,,,,False
,per,Mamie Morton,,,,False
instrument,misc,Pianola,,,,False
cultural,loc,Philadelphia Symphony Orchestra,,,,False
artist-composer,per,Mozart,,,,False
,misc,[music by Mozart],,,,False
art historian,per,Arthur Strong,,partial,Strong,True
art historian,per,she,,,,False
accomodation,loc,The Deanery,,,,False
city,loc,Bryn Mawr,,,,False
,date,"Saturday, Jan. 30 .1904",,,,False
journalist,per,[Mr. Talcott Williams],,,,False
artist-photographer,per,Mrs. Talcott Williams,,,,False
accomodation,loc,The Deanery,,,,False
city,loc,Bryn Mawr,,,,False
,date,"Sunday, Jan. 31 .1904",,,,False
,per,Bernhard,exact,,Bernhard,False
lawyer / art collector,per,Mr. Johnson,,,,False
town,loc,Morristown,,,,False
photographer,per,Will Nicholson,,,,False
,per,Eliza,,,,False
,per,Whitall,,partial,Mary Whitall Berenson,True
family unit,org,their children,,,,False
accomodation,loc,The Deanery,,,,False
city,loc,Bryn Mawr,,,,False
,date,"Monday, Feb. 1, 1904",,,,False
,misc,Awkward Age,,,,False
artist-writer,per,Henry James,,partial,James,True
lawyer,per,Mr. Morgan,,,,False
archaeologist,per,[Mr. Hoppin],,,,False
,per,Mrs. Hoppin,,,,False
accomodation,loc,The Deanery,,,,False
city,loc,Bryn Mawr,,,,False
,date,"Tuesday, Feb. 2, 1904",,,,False
,per,Aunty LIll,,,,False
businessman / philanthropist,per,Coates,exact,,Coates,True
accomodation,loc,The Deanery,,,,False
city,loc,Bryn Mawr,,,,False
,date,"Wednesday, Feb. 3, 1904",,,,False
politician,per,Horace Eaton,,,,False
,per,Carey,,,,False
"school, part of",loc,Rockefeller,,partial,Rockefeller?s,True
accomodation,loc,The Deanery,,,,False
city,loc,Bryn Mawr,,,,False
,date,"Thursday, Feb. 4, 1904",,,,False
,per,Eaton,,,,False
school,loc,college,,,,False
,per,John Thomas,,,,False
"school, part of",loc,Pembroke Hall,,,,False
accomodation,loc,The Deanery,,,,False
city,loc,Bryn Mawr,,,,False
,date,"Friday, Feb. 5, 1904",,,,False
academic,misc,Alumnae lunch,,,,False
,per,Bernhard,exact,,Bernhard,False
,per,Johnson,,,,False
professor,per,Barrett Wendell,,,,False
lecture,misc,lecture,,,,False
accomodation,loc,The Deanery,,,,False
city,loc,Bryn Mawr,,,,False
,date,"Saturday, Feb. 6, 1904",,,,False
,per,Bernhard,exact,,Bernhard,False
,per,Mr. Caseby,,,,False
city,loc,St. Louis,,,,False
,per,Cousin Carrie Lawrence,,,,False
family unit,org,her family,,,,False
family unit,org,the Everetts,,,,False
country,loc,United States,,,,False
"school, part of",loc,Art and Science Building,,,,False
school,loc,Pennsylvania University,,,,False
"art style, period, or movement",misc,Romanesque,,,,False
art described by region,misc,German,,,,False
lecture,misc,lecture,,,,False
,per,Miss Rapplier,,,,False
socialite,per,Miss Harrison,,,,False
academic administrator,per,the Provost,,,,False
,per,Carey,,,,False
school,loc,Bryn Mawr,,,,False
,per,her fashionable mother,,,,False
,per,B.B.,exact,,B.B.,True
,per,Uncle Logan,,partial,Logan,True
,per,B.B.,exact,,B.B.,True
,per,Hannah Whitall Smith,,,,False
,per,Bernhard,exact,,Bernhard,False
art collector / lawyer,per,Mr. John G. Johnson,,,,False
,per,B.B.,exact,,B.B.,True
,per,Carey,,,,False
professor,per,Mamie Gwinn,,,,False
professor,per,Miss Gwinn,,,,False
,per,Carey,,,,False
,per,Mr. Hodder,,,,False
,per,Carey,,,,False
,per,the Casebys [Mr. Caseby],,,,False
,per,the Casebys [Mrs. Caseby],,,,False
,per,Hodder,,,,False
professor,per,Miss Gwinn,,,,False
,per,her mother,,,,False
,per,Mr. Hodder,,,,False
,per,the Mother,,partial,the Mother Superior,False
professor,per,Miss Gwinn,,,,False
,per,the Mother,,partial,the Mother Superior,False
social reformer / [hilanthropist,per,Miss Garrett,,,,False
city,loc,Baltimore,,,,False
,date,"Sunday, Feb. 7, 1904",,,,False
city,loc,Baltimore,,,,False
historic,misc,[Balitmore in flames],,,,False
social reformer / philanthropist,per,Miss Garrett,,,,False
politial figure,per,the Mayor,,,,False
,per,Zoe,,,,False
,per,Harry,,,,False
,per,Margaret,,,,False
,per,Dr. Wright,,,,False
,per,Miss Dawson,,,,False
,per,Margaret,,,,False
,per,her husband,,,,False
city,loc,Baltimore,,,,False
,date,"Monday, Feb. 8, 1904",,,,False
historic,misc,the fire,,,,False
city,loc,Baltimore,,,,False
art collector,per,Mr. Walter,,,,False
art collection,misc,[art collection of Mr. Walter],,,,False
art described by region,misc,Chinese ,,partial,Chinese,True
art described by region,misc,Japanese ,,partial,Japanese,True
,per,Zoe,,,,False
politial figure,per,[Mr. Bonaparte],,,,False
,per,Mrs. Bonaparte,,,,False
politial figure,per,Napoleon,,,,False
politial figure,per,Napolean's brother Jerome,,,,False
,per,Miss Patterson,,,,False
,per,Princesse Mathilde,,,,False
,per,[Mr. Brackett],,,,False
,per,Mrs. Brackett,,,,False
social reformer / philanthropist,per,Miss Garrett,,,,False
literary,per,Sardanapalus,,,,False
proper noun adjective,misc,Indian,,,,False
city,loc,Baltimore,,,,False
,date,"Tuesday, Feb. 9, 1904",,,,False
biographical,misc,Fire out.,,,,False
artifacts,misc,Bonaparte relics,,,,False
politial figure,per,Mr. Bonaparte,,,,False
school,loc,Bryn Mawr school,,,,False
,per,Margaret,,,,False
public figure,per,Ann Carey,,,,False
public figure,per,Carey,,,,False
social reformer / philanthropist,per,Miss Garrett,,,,False
school,loc,Johns Hopkins University,,,,False
school,loc,the Medical School,,,,False
social reformer / philanthropist,per,Miss Garrett,,,,False
public figure,per,Carey,,,,False
literary,per,Aeneas,,,,False
,per,Mary,,partial,Mary Whitall Berenson,True
literary,per,Achates,,,,False
public figure,per,Carey,,,,False
school,loc,Medical College,,,,False
,loc,Harry's,,,,False
,per,Zoe,,,,False
,per,[Mr. Palin],,,,False
,per,Mrs. Palin,,,,False
,per,[Mr. Buchler],,,,False
,per,Mrs. Buchler,,,,False
accomodation,loc,New Willard Hotel,,,,False
city,loc,Washington D. C. ,,,,False
,date,"Wednesday, Feb. 10, 1904",,,,False
city,loc,Baltimore,,,,False
historic,misc,their terrific loss,,,,False
,misc,Babes in the Wood,,,,False
governmental,loc,White House,,,,False
governmental,loc,Capitol,,,,False
proper noun adjective,misc,German,,,,False
,per,B.B.,exact,,B.B.,True
accomodation,loc,New Willard Hotel,,,,False
city,loc,Washington D. C. ,,,,False
,date,"Thursday, Feb. 11, 1904",,,,False
artist-painter,per,Miss Hale,,,,False
cultral heritage institution,loc,Corcoran Gallery,,,,False
artist-sculptor,per,Hiram Powers,,,,False
sculpture,misc,Greek Slave,,partial,Greek,True
art described by region,misc,American art,,partial,America,False
,per,[Mr. Ross Perry],,partial,Ross,True
,per,Mrs. Ross Perry,,partial,Ross,True
,per,Mr. Archer,,,,False
businessman / philanthropist,per,Mr. Parmelu,,,,False
,per,Waterlows,,,,False
,per,Waterlows,,,,False
,per,Cotton Smiths,,,,False
,per,Cotton Smiths,,,,False
,per,B.B.,exact,,B.B.,True
,per,Mrs. Warder,,,,False
cultural,misc,[Mrs. Warder's musicale],,,,False
family unit,org,Miss Warders,,,,False
,per,Mrs. Huhn,,,,False
family unit,org,Miss Stickneys,,,,False
,per,Mrs. Slater,,,,False
artist-painter,per,William Morris Hunt,,,,False
socialite,per,Miss Alice Roosevelt,,,,False
accomodation,loc,New Willard Hotel,,,,False
city,loc,Washington D. C. ,,,,False
,date,"Friday, Feb. 12, 1904",,,,False
artist-painter,per,Ellen Hale,exact,,Ellen Hale,True
